,donorID,amount,language,age,province,gender,gend,prov_01,prov_02,prov_03,prov_04,lang_01,lang_02,lang_03,donor,age_2
85253,115949,150.0,NL,30.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
85272,115954,30.0,NL,59.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
85339,115968,75.0,NL,75.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
85595,116053,9.0,NL,32.0,East Flanders,M,0,0,0,1,1,1,0,0,0,0
85660,116072,60.0,NL,38.0,West Flanders,F,1,0,1,0,1,1,0,0,0,1
85706,116089,27.0,NL,85.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,0,0
85866,116151,120.0,NL,50.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
86030,116195,126.0,NL,76.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,1,1
86068,116202,123.0,NL,79.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
86263,116228,120.0,NL,72.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
86469,116278,123.0,NL,79.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
86582,116302,300.0,NL,36.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
86588,116303,123.0,NL,48.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,1,1
86657,116325,9.0,NL,58.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,0,0
86716,116336,15.0,NL,53.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,0,0
86809,116351,30.0,NL,75.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
86896,116380,75.0,NL,55.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
86977,116413,120.0,NL,44.0,Antwerp,M,0,1,0,0,1,1,0,0,1,1
87178,116451,150.0,NL,52.0,West Flanders,M,0,0,1,0,1,1,0,0,1,1
87305,116488,75.0,NL,67.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
87628,116547,15.0,NL,87.0,East Flanders,M,0,0,0,1,1,1,0,0,0,0
87873,116608,120.0,NL,56.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
88184,116693,30.0,NL,42.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
88205,116698,30.0,NL,62.0,Limburg,F,1,0,0,0,1,1,0,0,0,0
88267,116711,9.0,NL,46.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,0,0
88296,116724,15.0,NL,51.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
88439,116764,60.0,NL,69.0,West Flanders,F,1,0,1,0,1,1,0,0,0,1
88581,116800,30.0,NL,53.0,West Flanders,M,0,0,1,0,1,1,0,0,0,0
88694,116825,15.0,NL,39.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
89018,116926,60.0,NL,91.0,West Flanders,F,1,0,1,0,1,1,0,0,0,1
89084,116947,300.0,NL,71.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
89141,116959,135.0,NL,31.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
89380,117020,120.0,NL,65.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
89491,117045,30.0,NL,85.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
89507,117048,135.0,NL,82.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
89588,117060,300.0,NL,55.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
89627,117076,60.0,NL,85.0,East Flanders,M,0,0,0,1,1,1,0,0,0,1
89802,117131,45.0,NL,55.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
89957,117185,15.0,NL,84.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
90170,117229,45.0,NL,39.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
90181,117233,60.0,NL,77.0,East Flanders,F,1,0,0,1,1,1,0,0,0,1
90384,117278,75.0,NL,93.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
90425,117287,45.0,NL,60.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
90519,117316,150.0,NL,78.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
90863,117393,150.0,NL,67.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
91137,117466,126.0,NL,41.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
91161,117476,123.0,NL,68.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
91418,117543,120.0,NL,55.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
91819,117579,120.0,NL,40.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
91870,117592,30.0,NL,43.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
92052,117635,120.0,NL,90.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
92165,117662,60.0,NL,67.0,Limburg,F,1,0,0,0,1,1,0,0,0,1
92396,117724,30.0,NL,62.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
92660,117796,15.0,NL,38.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
92678,117806,75.0,FR,34.0,Brussels,F,1,0,0,0,1,0,1,0,1,1
92986,117903,120.0,NL,41.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
93293,117986,15.0,NL,26.0,East Flanders,M,0,0,0,1,1,1,0,0,0,0
93402,117997,30.0,NL,44.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
93700,118121,120.0,NL,39.0,West Flanders,M,0,0,1,0,1,1,0,0,1,1
93716,118123,120.0,NL,54.0,West Flanders,M,0,0,1,0,1,1,0,0,1,1
93729,118127,123.0,FR,61.0,West Flanders,F,1,0,1,0,1,0,1,0,1,1
94250,118286,120.0,NL,71.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
94313,118315,150.0,NL,87.0,West Flanders,M,0,0,1,0,1,1,0,0,1,1
94316,118316,30.0,NL,75.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
94409,118332,15.0,NL,66.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
94755,118431,150.0,NL,71.0,East Flanders,M,0,0,0,1,1,1,0,0,1,1
95099,118557,30.0,NL,61.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
95177,118590,120.0,NL,36.0,West Flanders,M,0,0,1,0,1,1,0,0,1,1
95270,118607,150.0,NL,68.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
95276,118609,150.0,NL,91.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
95405,118639,45.0,NL,76.0,Limburg,F,1,0,0,0,1,1,0,0,0,0
95671,118721,120.0,NL,49.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
95724,118735,15.0,NL,70.0,East Flanders,M,0,0,0,1,1,1,0,0,0,0
95766,118753,75.0,NL,67.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
95932,118786,60.0,NL,47.0,West Flanders,M,0,0,1,0,1,1,0,0,0,1
95976,118795,120.0,NL,65.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
96272,118900,123.0,NL,57.0,East Flanders,M,0,0,0,1,1,1,0,0,1,1
96485,118979,15.0,NL,53.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
96594,119019,30.0,NL,47.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,0,0
96660,119037,150.0,NL,77.0,West Flanders,M,0,0,1,0,1,1,0,0,1,1
96716,119062,120.0,FR,77.0,Namur,M,0,0,0,0,1,0,1,0,1,1
97158,119185,150.0,NL,61.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
97162,119187,60.0,FR,55.0,Liege,F,1,0,0,0,1,0,1,0,0,1
97294,119225,300.0,NL,49.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
97578,119302,30.0,NL,33.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
97671,119339,30.0,NL,37.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
98040,119450,60.0,NL,77.0,Brussels,F,1,0,0,0,1,1,0,0,0,1
98045,119452,150.0,NL,93.0,East Flanders,M,0,0,0,1,1,1,0,0,1,1
98274,119542,123.0,NL,65.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
98443,119613,60.0,NL,54.0,Antwerp,F,1,1,0,0,1,1,0,0,0,1
98845,119707,60.0,NL,27.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,1
98884,119715,75.0,NL,48.0,West Flanders,M,0,0,1,0,1,1,0,0,1,1
99244,119786,120.0,NL,56.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
99282,119796,150.0,NL,51.0,Limburg,M,0,0,0,0,1,1,0,0,1,1
99435,119831,120.0,NL,40.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,1,1
100079,119966,300.0,NL,71.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
100151,119983,120.0,NL,48.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
100517,120088,30.0,NL,33.0,East Flanders,M,0,0,0,1,1,1,0,0,0,0
100681,120143,123.0,NL,59.0,West Flanders,M,0,0,1,0,1,1,0,0,1,1
100759,120169,120.0,NL,54.0,Limburg,F,1,0,0,0,1,1,0,0,1,1
100847,120202,15.0,NL,27.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
101044,480980,36.0,FR,59.0,Flemish Brabant,M,0,0,0,0,1,0,1,0,0,0
101125,120265,30.0,NL,94.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,0,0
101252,120285,75.0,NL,88.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
101544,120368,455.94,NL,79.0,Limburg,F,1,0,0,0,1,1,0,0,1,1
101735,120420,30.0,NL,44.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,0,0
101808,120445,30.0,NL,64.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
101820,120451,60.0,FR,45.0,Walloon Brabant,M,0,0,0,0,1,0,1,0,0,1
102236,120556,30.0,FR,43.0,Liege,F,1,0,0,0,1,0,1,0,0,0
102426,120627,30.0,NL,63.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
102711,120685,123.0,NL,40.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,1,1
102837,120725,15.0,NL,68.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
102864,120731,120.0,NL,74.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
102939,120762,30.0,NL,55.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
103089,120806,150.0,NL,60.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
103123,120819,120.0,NL,70.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
103231,120846,123.0,NL,78.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,1,1
103353,120882,150.0,NL,66.0,Antwerp,M,0,1,0,0,1,1,0,0,1,1
103469,120909,30.0,NL,84.0,West Flanders,M,0,0,1,0,1,1,0,0,0,0
103525,120922,75.0,NL,45.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
103635,120956,120.0,NL,41.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
103711,120976,75.0,NL,33.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
103726,120982,183.9,NL,56.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
103767,120999,60.0,NL,64.0,West Flanders,M,0,0,1,0,1,1,0,0,0,1
103772,121003,120.0,NL,62.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
103778,121006,30.0,NL,28.0,East Flanders,M,0,0,0,1,1,1,0,0,0,0
103792,121015,120.0,NL,42.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
103839,121025,120.0,NL,78.0,Limburg,F,1,0,0,0,1,1,0,0,1,1
103847,121032,120.0,NL,37.0,West Flanders,M,0,0,1,0,1,1,0,0,1,1
104330,121161,120.0,NL,86.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
104356,121175,120.0,NL,49.0,Antwerp,M,0,1,0,0,1,1,0,0,1,1
104400,121185,30.0,NL,74.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
104468,121207,120.0,NL,80.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
104570,121245,30.0,NL,61.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
104748,121288,30.0,NL,61.0,Limburg,F,1,0,0,0,1,1,0,0,0,0
104882,121300,30.0,NL,59.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
104976,121335,75.0,NL,78.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
105002,121344,123.0,NL,87.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
105056,121364,150.0,NL,81.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
105151,121401,135.0,NL,60.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
105291,121447,75.0,NL,76.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
105300,121452,30.0,NL,33.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
105403,121470,150.0,NL,76.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
105909,121617,120.0,NL,80.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
105918,121619,30.0,NL,32.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
105955,121631,15.0,NL,38.0,East Flanders,M,0,0,0,1,1,1,0,0,0,0
106117,121694,90.0,NL,74.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
106246,121734,60.0,FR,77.0,West Flanders,M,0,0,1,0,1,0,1,0,0,1
106428,121779,45.0,NL,89.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
106462,121785,120.0,NL,94.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
106938,121910,60.0,NL,60.0,East Flanders,M,0,0,0,1,1,1,0,0,0,1
107092,121950,120.0,NL,35.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
107114,121955,15.0,NL,58.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
107200,121981,300.0,NL,100.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
107620,122120,75.0,NL,52.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
107714,122149,120.0,NL,91.0,East Flanders,M,0,0,0,1,1,1,0,0,1,1
107825,122176,150.0,NL,47.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
108234,122251,120.0,NL,49.0,West Flanders,M,0,0,1,0,1,1,0,0,1,1
108604,122343,30.0,NL,54.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
108717,122368,15.0,NL,48.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,0,0
108873,122407,45.0,NL,83.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
108956,122438,123.0,NL,66.0,Limburg,M,0,0,0,0,1,1,0,0,1,1
109220,122497,120.0,NL,74.0,West Flanders,M,0,0,1,0,1,1,0,0,1,1
109300,122522,60.0,NL,46.0,West Flanders,F,1,0,1,0,1,1,0,0,0,1
109369,122545,30.0,NL,58.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
109679,122642,30.0,NL,65.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
109728,122669,12.0,FR,64.0,Hainaut,M,0,0,0,0,1,0,1,0,0,0
109738,122670,120.0,NL,57.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,1,1
109828,122701,120.0,NL,74.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
109836,122703,150.0,NL,62.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
110484,122910,15.0,NL,100.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
110490,122911,123.0,NL,58.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,1,1
110532,122923,45.0,NL,99.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
111085,123082,120.0,NL,74.0,East Flanders,M,0,0,0,1,1,1,0,0,1,1
111120,123090,123.0,NL,57.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
111274,123123,120.0,NL,50.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
111515,123201,120.0,NL,51.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
111589,123226,30.0,NL,49.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
111666,123252,30.0,NL,96.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
111678,123255,30.0,NL,86.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
111771,123279,15.0,NL,61.0,West Flanders,M,0,0,1,0,1,1,0,0,0,0
111893,123324,150.0,NL,60.0,West Flanders,M,0,0,1,0,1,1,0,0,1,1
111982,123347,15.0,NL,60.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
111987,123349,120.0,NL,28.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
111999,123350,123.0,NL,44.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
112015,123354,75.0,NL,81.0,West Flanders,M,0,0,1,0,1,1,0,0,1,1
112203,123409,6.0,NL,81.0,Limburg,F,1,0,0,0,1,1,0,0,0,0
112249,123424,15.0,NL,53.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
112444,123495,9.0,NL,55.0,Limburg,F,1,0,0,0,1,1,0,0,0,0
112455,123498,150.0,NL,88.0,Brussels,F,1,0,0,0,1,1,0,0,1,1
112488,123510,120.0,NL,91.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
112575,123559,150.0,NL,46.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
113066,123711,135.0,NL,58.0,Antwerp,M,0,1,0,0,1,1,0,0,1,1
113398,123823,30.0,NL,63.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
113418,123830,120.0,NL,87.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
113802,123946,123.0,NL,45.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
113850,123958,123.0,NL,46.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
113896,123973,30.0,NL,57.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
113953,123988,6.0,NL,88.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
114164,124055,15.0,NL,46.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
114183,124065,15.0,FR,48.0,Liege,M,0,0,0,0,1,0,1,0,0,0
114234,124075,120.0,NL,33.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,1,1
114238,124077,75.0,NL,47.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
114297,124101,15.0,NL,54.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,0,0
114421,124156,123.0,NL,75.0,Limburg,M,0,0,0,0,1,1,0,0,1,1
114436,124167,30.0,FR,69.0,Liege,F,1,0,0,0,1,0,1,0,0,0
114486,124199,90.0,NL,65.0,Brussels,F,1,0,0,0,1,1,0,0,1,1
114488,124201,177.0,FR,92.0,Liege,F,1,0,0,0,1,0,1,0,1,1
114724,124310,15.0,FR,33.0,Hainaut,F,1,0,0,0,1,0,1,0,0,0
115136,124446,270.0,NL,28.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
115152,124455,45.0,NL,30.0,East Flanders,M,0,0,0,1,1,1,0,0,0,0
115184,124471,15.0,FR,31.0,Walloon Brabant,F,1,0,0,0,1,0,1,0,0,0
115466,124605,15.0,NL,44.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
115474,124613,15.0,NL,72.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
115504,124627,60.0,NL,59.0,West Flanders,F,1,0,1,0,1,1,0,0,0,1
115535,124634,9.0,NL,51.0,West Flanders,M,0,0,1,0,1,1,0,0,0,0
115677,124678,30.0,NL,73.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
115799,124724,15.0,FR,51.0,Namur,F,1,0,0,0,1,0,1,0,0,0
115874,124775,240.0,NL,56.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
115880,124779,75.0,NL,43.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
115986,124826,450.0,NL,40.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
116189,124885,15.0,NL,29.0,Limburg,F,1,0,0,0,1,1,0,0,0,0
116197,124887,30.0,NL,51.0,East Flanders,M,0,0,0,1,1,1,0,0,0,0
116432,124947,30.0,NL,47.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
116490,124964,60.0,NL,66.0,Limburg,F,1,0,0,0,1,1,0,0,0,1
116554,124990,30.0,NL,53.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
117355,125235,15.0,NL,62.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
117447,125265,30.0,NL,60.0,West Flanders,M,0,0,1,0,1,1,0,0,0,0
117460,125268,120.0,NL,51.0,East Flanders,M,0,0,0,1,1,1,0,0,1,1
117494,125280,15.0,NL,80.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
117496,125281,75.0,NL,81.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
117636,125321,135.0,NL,99.0,East Flanders,M,0,0,0,1,1,1,0,0,1,1
117760,125362,45.0,NL,61.0,Limburg,F,1,0,0,0,1,1,0,0,0,0
117864,125394,45.0,NL,70.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
117883,125398,60.0,NL,62.0,East Flanders,F,1,0,0,1,1,1,0,0,0,1
117918,125407,30.0,NL,89.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
118214,125523,15.0,FR,25.0,West Flanders,M,0,0,1,0,1,0,1,0,0,0
118283,125543,120.0,NL,65.0,Limburg,F,1,0,0,0,1,1,0,0,1,1
118294,125549,15.0,NL,58.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
118319,125555,150.0,NL,88.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
118374,125573,60.0,NL,84.0,Limburg,M,0,0,0,0,1,1,0,0,0,1
118506,125638,90.0,NL,58.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
118628,125688,60.0,NL,42.0,East Flanders,M,0,0,0,1,1,1,0,0,0,1
118738,125740,60.0,NL,71.0,East Flanders,F,1,0,0,1,1,1,0,0,0,1
118821,125778,150.0,NL,74.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
118825,125781,123.0,NL,67.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
118871,125807,30.0,NL,72.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
119131,125907,15.0,NL,65.0,East Flanders,M,0,0,0,1,1,1,0,0,0,0
119465,125993,60.0,NL,90.0,West Flanders,M,0,0,1,0,1,1,0,0,0,1
119573,126036,123.0,FR,45.0,Namur,M,0,0,0,0,1,0,1,0,1,1
119622,126070,45.0,NL,64.0,Limburg,F,1,0,0,0,1,1,0,0,0,0
119676,126094,30.0,FR,49.0,Luxembourg,M,0,0,0,0,1,0,1,0,0,0
119783,126128,30.0,NL,61.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
119823,126140,30.0,NL,72.0,Limburg,F,1,0,0,0,1,1,0,0,0,0
120033,126206,30.0,NL,34.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
120148,126247,30.0,NL,38.0,East Flanders,M,0,0,0,1,1,1,0,0,0,0
120321,126310,6.0,NL,30.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
120425,126332,120.0,NL,37.0,Antwerp,M,0,1,0,0,1,1,0,0,1,1
120561,126364,120.0,NL,70.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
120570,126365,90.0,NL,28.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
120704,126411,60.0,NL,54.0,Antwerp,M,0,1,0,0,1,1,0,0,0,1
120758,126417,9.0,NL,48.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
120768,126419,9.0,FR,61.0,Walloon Brabant,F,1,0,0,0,1,0,1,0,0,0
120807,126440,150.0,NL,84.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
120865,126455,120.0,NL,48.0,Brussels,F,1,0,0,0,1,1,0,0,1,1
120887,126467,30.0,NL,72.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
120916,126476,120.0,NL,84.0,East Flanders,M,0,0,0,1,1,1,0,0,1,1
121021,126507,9.0,NL,57.0,Flemish Brabant,M,0,0,0,0,1,1,0,0,0,0
121023,126511,30.0,NL,44.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
121269,126603,123.0,NL,58.0,Limburg,M,0,0,0,0,1,1,0,0,1,1
121369,253280,24.0,NL,59.0,Limburg,M,0,0,0,0,1,1,0,0,0,0
121371,126641,9.0,FR,44.0,Liege,M,0,0,0,0,1,0,1,0,0,0
121425,126674,120.0,NL,80.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
121466,126697,15.0,FR,55.0,Hainaut,M,0,0,0,0,1,0,1,0,0,0
121679,126757,15.0,NL,42.0,Limburg,F,1,0,0,0,1,1,0,0,0,0
121829,126809,30.0,NL,56.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
121964,126850,30.0,NL,84.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
121995,126872,120.0,NL,37.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
122022,126878,150.0,FR,59.0,Luxembourg,M,0,0,0,0,1,0,1,0,1,1
122139,126915,120.0,NL,69.0,Antwerp,M,0,1,0,0,1,1,0,0,1,1
122245,126954,120.0,NL,68.0,Antwerp,F,1,1,0,0,1,1,0,0,1,1
122278,126970,30.0,NL,77.0,Antwerp,F,1,1,0,0,1,1,0,0,0,0
122357,127003,45.0,NL,68.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
122364,127004,21.0,NL,69.0,East Flanders,M,0,0,0,1,1,1,0,0,0,0
122452,127035,60.0,NL,77.0,Antwerp,F,1,1,0,0,1,1,0,0,0,1
122486,127048,30.0,NL,44.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
122528,127069,120.0,NL,82.0,Limburg,F,1,0,0,0,1,1,0,0,1,1
122663,127146,15.0,NL,43.0,East Flanders,M,0,0,0,1,1,1,0,0,0,0
122679,127150,90.0,NL,46.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
122797,127191,15.0,NL,65.0,East Flanders,M,0,0,0,1,1,1,0,0,0,0
122866,127236,90.0,NL,62.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
122925,127269,15.0,NL,64.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
122937,127273,90.0,NL,94.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,1,1
122957,127277,123.0,NL,84.0,Limburg,F,1,0,0,0,1,1,0,0,1,1
122985,127285,120.0,NL,55.0,Limburg,F,1,0,0,0,1,1,0,0,1,1
123163,127355,45.0,NL,64.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
123200,127370,75.0,NL,68.0,Limburg,F,1,0,0,0,1,1,0,0,1,1
123355,127423,120.0,NL,85.0,East Flanders,F,1,0,0,1,1,1,0,0,1,1
123590,127506,60.0,NL,63.0,Antwerp,F,1,1,0,0,1,1,0,0,0,1
123596,127507,60.0,NL,72.0,West Flanders,M,0,0,1,0,1,1,0,0,0,1
123740,127571,123.0,NL,65.0,West Flanders,F,1,0,1,0,1,1,0,0,1,1
123863,127619,120.0,NL,76.0,Limburg,F,1,0,0,0,1,1,0,0,1,1
123946,127643,30.0,NL,43.0,East Flanders,F,1,0,0,1,1,1,0,0,0,0
123976,127651,15.0,NL,33.0,Flemish Brabant,F,1,0,0,0,1,1,0,0,0,0
123989,127659,15.0,NL,40.0,Antwerp,M,0,1,0,0,1,1,0,0,0,0
124045,127672,60.0,NL,65.0,Antwerp,F,1,1,0,0,1,1,0,0,0,1
124148,127716,30.0,NL,65.0,West Flanders,F,1,0,1,0,1,1,0,0,0,0
